Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cote d'Ivoire,CIV,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,,,,,,,,,2.78469827,,,,3.199596331,,,,,,3.144263744,,,,,,,2.251957893,,,,,
Cote d'Ivoire,CIV,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,,,,,,,,,1.712653786,,,,1.346170157,,,,,,1.244351268,,,,,,,0.811997056,,,,,
Cote d'Ivoire,CIV,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP1.CG,,,,,,,,,3.254042149,,,,2.557723284,,,,,,2.364267349,,,,,,,1.542794466,,,,,
Cote d'Ivoire,CIV,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,,,,,,,48.2,,,,,,,,,,,,,
Cote d'Ivoire,CIV,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,,,,,,,,,,68.7,,,,,,,,,,,,,
Cote d'Ivoire,CIV,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,0,1,3,4,6,16,10,19,37,46,51,49,64,80,93,97,96,100,100,94,89
Cote d'Ivoire,CIV,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,10.92,12.12,12.65,12.66,12.16,11.26,9.54,8.64,7.25,6.19,5.46,4.78,4.14,3.65,3.28,2.92,2.58,2.4,2.14,1.97,1.68,1.48,1.3,1.14,1.02,0.9,0.79,0.66,0.53,0.44,0.37
Cote d'Ivoire,CIV,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,8.82,9.75,10.21,10.27,9.9,9.22,7.79,7.06,5.93,5.07,4.48,3.92,3.4,3,2.69,2.39,2.11,1.97,1.75,1.61,1.37,1.22,1.07,0.94,0.85,0.75,0.66,0.55,0.45,0.37,0.31
Cote d'Ivoire,CIV,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,18000,21000,23000,24000,24000,23000,21000,19000,17000,15000,14000,12000,11000,10000,9200,8400,7600,7300,6700,6300,5500,5000,4600,4100,3800,3500,3100,2700,2300,1900,1600
Cote d'Ivoire,CIV,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,6.28,7.03,7.41,7.52,7.34,6.94,6.06,5.61,4.87,4.28,3.85,3.44,3.03,2.7,2.43,2.15,1.93,1.72,1.47,1.33,1.14,1.03,0.87,0.73,0.63,0.55,0.52,0.43,0.36,0.28,0.24
Cote d'Ivoire,CIV,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,73000,84000,91000,96000,96000,93000,84000,80000,72000,65000,60000,55000,49000,45000,41000,37000,34000,31000,27000,25000,22000,21000,18000,15000,14000,12000,12000,10000,8600,6800,6200
Cote d'Ivoire,CIV,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,8300,10000,12000,14000,15000,16000,16000,17000,17000,17000,16000,15000,15000,14000,13000,11000,11000,8700,6900,5800,5200,5000,3900,2800,2000,1700,2300,2000,1800,1100,1200
Cote d'Ivoire,CIV,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,56000,64000,69000,71000,70000,67000,59000,55000,47000,42000,38000,34000,30000,27000,25000,23000,21000,20000,18000,17000,15000,14000,12000,11000,10000,9400,8500,7300,6100,5200,4500
Cote d'Ivoire,CIV,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,0,0,0,1,1,3,5,7,10,15,16,20,23,27,32,37,46,57,64,70,74
Cote d'Ivoire,CIV,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,1.1,1.2,1.4,1.5,1.5,1.5,1.5,1.4,1.3,1.1,1,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6
Cote d'Ivoire,CIV,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,3.6,4.4,5,5.5,5.8,6,5.9,5.7,5.3,4.8,4.4,3.9,3.4,3,2.7,2.4,2.2,2.1,1.9,1.8,1.7,1.6,1.5,1.5,1.4,1.3,1.2,1.2,1.1,1,0.9
Cote d'Ivoire,CIV,Children (0-14) living with HIV,SH.HIV.0014,16000,21000,26000,32000,39000,45000,51000,57000,62000,66000,70000,73000,75000,77000,77000,76000,75000,72000,68000,64000,60000,56000,51000,46000,41000,37000,33000,29000,26000,23000,21000
Cote d'Ivoire,CIV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,3.8,4.6,5.4,6.2,6.7,7.2,7.4,7.5,7.5,7.3,7,6.7,6.3,5.9,5.6,5.2,4.8,4.5,4.2,4,3.8,3.6,3.4,3.2,3,2.8,2.6,2.5,2.3,2.2,2.1
Cote d'Ivoire,CIV,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,50.7,51.4,52,52.6,53.1,53.5,54,54.4,54.9,55.3,55.7,56.1,56.5,56.9,57.4,57.8,58.2,58.7,59.2,59.7,60.2,60.7,61.2,61.7,62.3,62.9,63.5,64.1,64.8,65.3,65.8
Cameroon,CMR,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,,,,,,,,,,,71.57572937,67.4291153,69.80705261,73.13310242,75.45766449,79.0318985,80.69218445,84.71033478,83.26628113,84.32330322,85.39505768,85.41726685,93.35483551,94.85080719,96.67434692,103.2414017,105.8496323,109.8642044,114.2267151,,
Cameroon,CMR,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,,,,,,,,,,,22.80643845,20.71823502,22.61599159,27.95041084,31.50927162,32.29447937,33.36893463,37.57574844,41.34008408,40.05107117,38.95373917,41.12988281,41.85484314,44.06832504,44.97143555,39.79341125,40.69194794,42.85051346,46.28549576,,
Cameroon,CMR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,81.6379776,77.6561203,74.37693787,75.61657715,77.69863129,77.92736816,77.97386932,79.47265625,78.81228638,81.46102905,80.62797546,72.96825409,75.8575058,79.46096802,73.89415741,79.99287415,80.02389526,86.30645752,85.49299622,,
Cameroon,CMR,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,,,,,,,,,,,67.96955872,63.66377258,65.90453339,69.25543213,71.82862091,75.48074341,77.02648926,79.99925995,78.4397049,79.52292633,80.54518127,81.54521942,82.26383972,83.22759247,84.14450073,90.15351105,92.36551666,96.50921631,100.9808807,,
Cameroon,CMR,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,,,,,,,,,,,21.6573925,19.56129646,21.35165787,26.46842003,29.99387169,30.8433876,31.85304832,35.48601532,38.94378662,37.77103424,36.74142456,39.26542664,36.88228607,38.66810226,39.14274216,34.74881363,35.50822449,37.64164352,40.91818619,,
Cameroon,CMR,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,77.52485657,73.31967926,70.21894073,71.60723114,73.96181488,74.42584991,74.43167877,75.0528717,74.24388885,76.82360077,76.04883575,69.66052246,66.84527588,69.72366333,64.3168335,69.85219574,69.82970428,75.81513214,75.57914734,,
Cameroon,CMR,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,,,,,,,,,,,13.7553997,17.44749451,20.79647255,21.28403473,18.39687729,17.5496521,17.9670372,16.36364746,15.90377998,13.25043201,11.76877403,17.41093254,20.03895187,15.79033375,20.30179024,13.04211998,13.44036961,5.30351305,7.96273899,,
Cameroon,CMR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,,,,,,,,,,,4.38293409,5.36090708,6.73761177,8.13444901,7.68208551,7.17124224,7.42997503,7.25857496,7.89591646,6.29356289,5.36843443,8.38366413,8.98429203,7.33629656,9.44408512,5.02696085,5.1669035,2.06853747,3.22656012,,
Cameroon,CMR,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,,,,,,,,,,,4.42626905,5.34396219,6.4331522,6.51537704,5.26183367,5.24748802,5.18314362,4.22608185,3.46105146,3.04515648,2.61664605,3.21048117,3.73180318,2.50073552,2.94960308,1.81254578,1.81254578,0.73388773,1.13430619,,
Cameroon,CMR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,,,,,,,,,,,0.67430598,0.82336038,0.95179147,0.93935841,0.76064533,0.70870489,0.69953054,0.60788524,0.57561034,0.47870493,0.41769195,0.59744388,0.66323185,0.50069511,0.61302048,0.37883022,0.37897107,0.14550912,0.21037169,,
Cameroon,CMR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,15.6891613,20.09376144,22.15790176,22.00680733,18.94323349,17.30438423,17.36177635,15.35187531,15.05307007,12.80065918,11.11179543,14.87340069,16.28308678,13.22830486,15.51791096,10.10521603,10.16111946,4.16630125,5.95971251,,
Cameroon,CMR,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,,,,,,,,,,,2.34341812,1.95378852,3.25225616,2.29856181,3.26127911,4.8358283,4.82696199,5.51655817,6.48134375,5.93993568,8.74860477,14.23267078,9.67226505,8.72665501,13.85198307,12.77972794,12.98252392,12.12774372,11.41999626,,
Cameroon,CMR,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,,,0.746692,0.60031998,1.05366147,0.87847698,1.36183035,1.97604454,1.99611127,2.44703102,3.2178607,2.82129359,3.99075627,6.85327625,4.33647728,4.05446291,6.44373226,4.92582417,4.99089289,4.73020315,4.62746572,,
Cameroon,CMR,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,,,,,,,,,,,2.67286015,2.2501204,3.46516323,2.37661719,3.35813379,4.76824427,4.66435385,5.17546701,6.13464975,5.73831034,8.26022339,12.15835094,7.85940981,7.31072807,10.58792496,9.90191078,9.81498146,9.52723885,8.54729652,,
Cameroon,CMR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,87.67453766,86.83039093,93.85578918,96.71569061,97.11582947,101.4173737,103.4861832,106.5905304,105.6514053,103.5136643,105.9124374,117.0608749,123.0660477,119.3677826,130.828125,129.0632477,132.2725372,127.2954559,133.6094513,,
Cameroon,CMR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,27.93606567,26.67946053,30.40726662,36.96333313,40.55318832,41.44176483,42.79501724,47.281353,52.45386124,49.16592789,48.31293106,56.36682129,55.1756134,55.45908356,60.85925674,49.74619293,50.8497467,49.64924622,54.13952637,,
Cameroon,CMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,4.29790974,4.09759188,4.29549456,4.26849031,4.01539326,4.09552193,4.0291419,3.9596808,3.82387352,3.73968959,3.75899553,4.01686096,4.07313347,3.78502822,3.95040631,3.74885845,3.72961879,3.4925251,3.52989626,,
Cameroon,CMR,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,,,,,,,2.055755444,,,,,0.419101072,,,,,,0.236233813,,,,,,,2.981826477,,,,,,
Cameroon,CMR,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,,,,,22.86651731,,,,,10.48068553,,,,,,9.968426824,,,,,,,10.78437269,,,,,,
Cameroon,CMR,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,,2.623549104,,,,,1.488521695,,,,,,1.487728953,,,,,,,1.137119532,,,,,,
Cameroon,CMR,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP2.CG,,,,,,,8.395357132,,,,,4.763269424,,,,,,4.760732651,,,,,,,3.638782501,,,,,,
Cameroon,CMR,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,,,,,,,4.426406696,,,,,1.944699697,,,,,,2.051459253,,,,,,,1.864918321,,,,,,
Cameroon,CMR,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,,,,,,,2.325741947,,,,,0.965002179,,,,,,1.114822924,,,,,,,0.6074287,,,,,,
Cameroon,CMR,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP1.CG,,,,,,,4.41890955,,,,,1.8335042,,,,,,2.118163586,,,,,,,1.154114485,,,,,,
Cameroon,CMR,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,,,47.1,46.3,46.8,45.3,44.6,44.8,44.8,45.3,44.9,43.9,43,44.1,43.8,,,44.4,41.8,39.3
Cameroon,CMR,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,,,,,,67.8,70.3,69.9,67.7,67.2,68.7,66.8,69,56.1,65.1,66.2,63,62.3,,,64.7,61.5,57.3
Cameroon,CMR,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,0,0,4,8,12,10,21,21,29,26,40,46,55,73,72,89,79,82,78,63,64
Cameroon,CMR,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,2.63,3.35,4.13,5.07,5.92,6.6,7.16,7.5,7.72,7.3,6.89,6.17,5.65,4.98,4.52,4.12,3.8,3.49,3.26,3.06,2.79,2.55,2.3,2.08,1.92,1.75,1.55,1.33,1.1,0.95,0.81
Cameroon,CMR,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,2.61,3.31,4.1,5.04,5.9,6.6,7.12,7.46,7.67,7.25,6.84,6.12,5.6,4.93,4.47,4.07,3.76,3.44,3.21,3.02,2.75,2.52,2.28,2.06,1.91,1.75,1.56,1.34,1.11,0.96,0.82
Cameroon,CMR,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,5500,7200,9200,12000,14000,16000,18000,20000,21000,21000,20000,19000,18000,16000,15000,14000,14000,13000,12000,12000,11000,10000,9600,8800,8300,7800,7100,6300,5300,4700,4200
Cameroon,CMR,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,1.41,1.81,2.24,2.75,3.23,3.63,3.98,4.22,4.4,4.26,4.11,3.78,3.54,3.21,2.96,2.76,2.56,2.38,2.2,2.08,1.83,1.67,1.49,1.29,1.21,1.07,1,0.86,0.74,0.69,0.6
Cameroon,CMR,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,16000,21000,27000,34000,41000,47000,53000,58000,62000,61000,60000,57000,55000,51000,48000,46000,44000,42000,40000,39000,35000,33000,30000,27000,26000,24000,23000,20000,18000,17000,15000
Cameroon,CMR,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,2000,2600,3500,4500,5600,6700,7900,9100,10000,11000,12000,12000,12000,12000,12000,12000,12000,11000,11000,10000,8300,7700,6600,5000,5100,4000,4700,4300,4200,4900,4500
Cameroon,CMR,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,13000,17000,21000,27000,32000,37000,41000,44000,47000,46000,45000,41000,39000,35000,33000,31000,30000,28000,27000,26000,25000,23000,22000,20000,19000,18000,17000,15000,13000,11000,9800
Cameroon,CMR,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,0,0,0,0,3,5,6,9,12,15,17,20,23,25,28,33,40,50,56,62,74
Cameroon,CMR,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.3,0.4,0.5,0.7,0.8,1,1.1,1.2,1.3,1.3,1.3,1.3,1.2,1.2,1.1,1,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6
Cameroon,CMR,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1,1.3,1.6,2.1,2.5,3,3.5,3.9,4.3,4.5,4.6,4.5,4.4,4.2,3.9,3.7,3.4,3.1,2.9,2.7,2.5,2.4,2.3,2.1,2,1.9,1.8,1.7,1.6,1.5,1.4
Cameroon,CMR,Children (0-14) living with HIV,SH.HIV.0014,3400,4700,6400,8500,11000,14000,17000,21000,25000,29000,33000,37000,41000,44000,47000,50000,53000,54000,56000,56000,56000,54000,53000,50000,48000,45000,43000,40000,38000,37000,35000
Cameroon,CMR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.8,1.1,1.4,1.8,2.2,2.7,3.1,3.6,4,4.4,4.6,4.8,4.9,4.9,4.8,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,3.8,3.7,3.5,3.4,3.2,3.1,3
Cameroon,CMR,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,62.6,63.3,63.8,64.3,64.6,64.9,65.1,65.3,65.4,65.4,65.5,65.5,65.5,65.6,65.6,65.5,65.4,65.3,65.1,65,64.8,64.6,64.6,64.9,65.3,65.7,66.1,66.5,66.9,67.3,67.6
"Congo, Dem. Rep.",COD,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,,,,,,,,,,,4.52594805,9.31311512,9.1582098,12.87581444,16.60393143,16.47536659,17.68967438,17.35841751,16.51724243,13.99472141,11.16165733,9.80182457,10.98589134,12.57226372,15.1688242,15.16168976,16.74535561,17.57759857,15.26712799,,
"Congo, Dem. Rep.",COD,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,,,,,,,,,,,12.72434044,4.6821804,3.560251,4.76610994,6.4568243,6.80182171,8.12977409,8.46726322,8.79644966,6.7770052,5.76862288,5.56315804,6.47940159,7.4906373,8.90320778,8.69596004,9.0862093,9.23849773,9.20079422,,
"Congo, Dem. Rep.",COD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,68.3323288,80.42912292,79.49838257,73.66246796,76.97337341,74.95355225,74.0774765,69.77330017,54.90061188,51.01188278,46.05528259,44.64264679,46.22849274,45.87931442,45.96085739,43.7588768,44.1463089,47.57791901,49.70476913,,
"Congo, Dem. Rep.",COD,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,,,,,,,,,,,3.60999227,8.42175579,8.25304413,11.93181896,15.60122585,15.41239548,16.57279968,16.1788559,15.2812624,12.72252369,9.21148396,8.6425209,9.57109165,10.8057785,12.77788067,12.88181973,14.14536667,14.8240242,12.78096581,,
"Congo, Dem. Rep.",COD,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,,,,,,,,,,,10.1492033,4.23404837,3.2083683,4.41668081,6.06689882,6.36297703,7.61648369,7.8918848,8.13821411,6.16093826,4.76072454,4.9051795,5.64496231,6.43815374,7.49986458,7.38834476,7.67542744,7.79126358,7.70249939,,
"Congo, Dem. Rep.",COD,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,54.50331116,72.73124695,71.64103699,68.26187134,72.32498169,70.11764526,69.4004364,65.03197479,50.79241562,46.37462234,38.00847244,39.3625679,40.27502823,39.43296814,38.71640778,37.17883301,37.29187393,40.12472153,41.61063766,,
"Congo, Dem. Rep.",COD,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,,,,,,,,,,,0.28182587,0.470375,0.46814275,1.0746069,0.92583233,1.14949703,1.25363564,1.4228766,1.78765547,1.91487849,2.56235266,2.41590667,3.83433223,3.82953429,4.56898308,5.74055386,4.78896713,3.67564726,4.6314168,,
"Congo, Dem. Rep.",COD,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,,,,,,,,,,,0.79233086,0.23648164,0.18199034,0.39777634,0.36003143,0.47456753,0.57614255,0.69406509,0.95203674,0.92728835,1.32428777,1.37118042,2.26146197,2.28166151,2.68172431,3.29248428,2.59854484,1.93185985,2.79114175,,
"Congo, Dem. Rep.",COD,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,,,,,,,,,,,2.4902432,2.4902432,2.4902432,2.4902432,2.4902432,2.4902432,2.4902432,2.4902432,2.4902432,2.4902432,2.4902432,2.53303361,3.87756181,3.90773797,2.97944403,3.84204984,3.80849552,3.98170805,4.45876265,,
"Congo, Dem. Rep.",COD,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,,,,,,,,,,,0.061829,0.10604197,0.10392887,0.22875252,0.18554328,0.21730657,0.2255552,0.24240001,0.29064167,0.31052488,0.39646775,0.3542347,0.53260952,0.49821883,0.5509029,0.66204947,0.55133474,0.41360879,0.49770063,,
"Congo, Dem. Rep.",COD,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,4.25497961,4.06221247,4.06374073,6.14781952,4.29202223,5.22955847,5.24973869,5.71934605,5.9418745,6.97988558,10.57279301,11.00330448,16.13481903,13.97492123,13.84381485,16.56808472,12.62530518,9.94900703,15.07837772,,
"Congo, Dem. Rep.",COD,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,,,,,,,,,,,1.81566215,1.79579175,1.89364302,3.52905679,4.0412426,4.35590363,4.93665361,6.0970149,11.78081799,11.52463913,10.51133442,9.73845959,8.94410801,11.00110435,13.26597977,13.74601936,16.39717674,15.69161987,10.81707382,,
"Congo, Dem. Rep.",COD,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,,,5.10458899,0.90283656,0.73615307,1.30631518,1.57153106,1.79832613,2.26877427,2.97406316,6.27401161,5.58085728,5.43251991,5.52719402,5.27517223,6.55453062,7.78634977,7.88400507,8.8972826,8.24725819,6.51895237,,
"Congo, Dem. Rep.",COD,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,,,,,,,,,,,27.41269112,15.50866318,16.43787956,20.18971443,18.73460388,19.8168869,20.67278481,24.50735283,39.15751266,42.0082283,43.37192154,44.35404587,37.63668823,40.14576721,40.19532776,39.67303848,43.22838593,42.47307205,35.2168541,,
"Congo, Dem. Rep.",COD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,6.62343693,11.5792799,11.51999569,17.47947693,21.57100677,21.9807663,23.87996483,24.87830925,30.08571815,27.43423653,24.23534393,21.95619202,23.76433182,27.4029007,33.00378799,34.64826202,37.93149948,36.94486618,30.71561813,,
"Congo, Dem. Rep.",COD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,18.6212616,5.82149839,4.47839451,6.47020149,8.38838673,9.07471561,10.97469044,12.13539028,16.02249908,13.28515053,12.52543068,12.46153259,14.01603508,16.326828,19.37128258,19.87244987,20.58203506,19.41761589,18.51088905,,
"Congo, Dem. Rep.",COD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,1.45309758,2.6104486,2.55746818,3.7208724,4.32298088,4.15535212,4.29650307,4.23824692,4.89141369,4.44885302,3.74988651,3.21934819,3.30099463,3.56509233,3.97941589,3.99593234,4.36690283,4.15728664,3.30075741,,
"Congo, Dem. Rep.",COD,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,,,,,,,,,,,,,,,0.372943819,,,,,,,,0.610391703,,,,,,,,
"Congo, Dem. Rep.",COD,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,,,,,,,,,,,,,3.930088043,,,,,,,,4.819748178,,,,,,,,
"Congo, Dem. Rep.",COD,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,,,,,,,,,,0.482580671,,,,,,,,0.855487585,,,,,,,,
"Congo, Dem. Rep.",COD,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP2.CG,,,,,,,,,,,,,,,1.544258118,,,,,,,,2.737560272,,,,,,,,
"Congo, Dem. Rep.",COD,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,,,,,,,,,,,,,,,0.254806519,,,,,,,,0.865583587,,,,,,,,
"Congo, Dem. Rep.",COD,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,,,,,,,,,,,,,,,0.716243744,,,,,,,,1.037022471,,,,,,,,
"Congo, Dem. Rep.",COD,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
