Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Canada,CAN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,545.1068115,561.3555908,595.1509399,688.4035645,787.9564819,888.883728,1031.362549,1137.671631,1200.026489,1155.058838,1354.220581,1401.94458,1414.101563,1392.602173,1367.981323,1198.159424,1243.706665,1298.188232,1324.058594,,
Canada,CAN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,27.14836311,27.19841576,27.56201553,26.86018372,26.93806648,26.96445656,27.29720688,27.0920105,26.90716934,26.50898933,26.82523346,26.17680168,25.89948845,25.74226761,26.35890007,25.95867157,26.97303391,26.79112625,26.50819778,,
Canada,CAN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,16.60520935,15.92599487,15.9083395,15.2514801,15.2878685,15.36829281,15.65555382,15.36362934,15.2439537,14.91024971,15.23122311,14.50615788,14.27086258,14.01701546,14.58891773,14.24009228,15.16561222,14.97778893,14.72872066,,
Canada,CAN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1769.997437,1905.794434,1998.055176,2141.884521,2255.193848,2403.175781,2584.439209,2710.715088,2818.026123,3042.840576,3115.033691,3154.486328,3248.647217,3380.924316,3431.662109,3501.774902,3584.778564,3677.538818,3821.553467,,
Canada,CAN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1462.774048,1502.572021,1564.164795,1874.511108,2137.110596,2407.617676,2746.908691,3061.616455,3259.849854,3202.175293,3694.088379,3953.731201,4045.858154,4017.185547,3821.846191,3417.48291,3367.219971,3547.4021,3670.843262,,
Canada,CAN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,14.8156271,15.27647972,15.88256645,16.36354446,16.9260788,17.13103867,17.5222168,17.81913567,18.04857635,18.07973289,18.11133957,18.31574821,18.88193321,19.21535492,19.67216682,19.76601601,19.74586487,19.62109566,19.54784775,,
Canada,CAN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.02896738,6.30119514,6.43846083,6.61388111,6.64661694,6.620224,6.79418945,6.88177204,7.0158391,7.87023449,7.81783676,7.63263273,7.72764158,7.67859077,7.54830933,7.91004276,8.01765537,7.89897966,7.93011045,,
Canada,CAN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,72.85163879,72.80158234,72.43798065,73.13981628,73.06193542,73.03554535,72.70279694,72.9079895,73.09282684,73.49100494,73.17476654,73.82319641,74.10050964,74.25772858,73.64110565,74.04132843,73.02696991,73.20887756,73.4917984,,
Canada,CAN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Canada,CAN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Canada,CAN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Canada,CAN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2429.591797,2617.792236,2758.297607,2928.479492,3086.688232,3290.419678,3554.800781,3717.994629,3855.407227,4140.425781,4256.978027,4273.02832,4384.108887,4552.959961,4659.981445,4729.486816,4908.841797,5023.351074,5199.973145,,
Canada,CAN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2007.880859,2063.92749,2159.315918,2562.914551,2925.067139,3296.501465,3778.271484,4199.288086,4459.876465,4357.233887,5048.309082,5355.67627,5459.959473,5409.788086,5189.82666,4615.64209,4610.92627,4845.589844,4994.902344,,
Canada,CAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.27567863,8.65530014,8.88823891,9.04279232,9.09723568,9.06438637,9.34515572,9.43898201,9.59853268,10.70911217,10.6837883,10.33907032,10.42859364,10.34045982,10.25013065,10.68328094,10.97903442,10.78964806,10.79046917,,
Canada,CAN,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,0.4,,,,
Canada,CAN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,77.57492526,77.5758104,77.57602197,78.02877775,78.48155771,78.8857635,79.28068911,79.67517216,80.06894984,80.46202275,80.85439848,81.24600912,81.636549,82.02636889,82.41547978,82.80387768,83.1915656,83.5785755,83.97367373,84.36813002,84.36839322
Canada,CAN,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,77.62994142,77.62994142,77.62994142,78.08500389,78.54006635,78.94090697,79.33673547,79.73187612,80.12633012,80.52009865,80.91318292,81.30558411,81.69730343,82.08834207,82.47870121,82.86838207,83.25738583,83.64571368,84.03748473,84.42854698,84.42854698
Canada,CAN,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,77.36184551,77.36184551,77.36184551,77.80434843,78.24685136,78.66348538,79.05348712,79.44262314,79.83089051,80.2182863,80.60480756,80.99045138,81.3752148,81.7590949,82.14208876,82.52419342,82.90540597,83.28572346,83.69421783,84.10229814,84.10229814
Canada,CAN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.85639131,99.85854953,99.85906123,99.8595732,99.86008794,99.80519484,99.75033789,99.69595411,99.6414571,99.5868457,99.53213067,99.47721571,99.42171918,99.36619078,99.31064352,99.25507123,99.19947682,99.14388406,99.08828896,99.03268117,99.03286158
Canada,CAN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.99018799,99.99018799,99.99018799,99.99018799,99.99018799,99.92909847,99.86800895,99.80691943,99.74582992,99.6847404,99.62365088,99.56256136,99.50147184,99.44038232,99.3792928,99.31820329,99.25711377,99.19602425,99.13493473,99.07384521,99.07384521
Canada,CAN,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.33820535,99.33820535,99.33820535,99.33820535,99.33820535,99.3057628,99.27332025,99.24087771,99.20843516,99.17599261,99.14355006,99.11110751,99.07866496,99.04622241,99.01377986,98.98133731,98.94889476,98.91645221,98.88400966,98.85156711,98.85156711
Canada,CAN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.16674099,98.17581078,98.17794617,98.1801028,98.18224134,98.24079534,98.29946776,98.35997369,98.41990954,98.47926264,98.53806358,98.59599042,98.65168006,98.70725106,98.76270793,98.81806216,98.87330686,98.92850562,98.98362633,99.03861451,99.03894727
Canada,CAN,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.22699196,99.23150801,99.23257361,99.23364664,99.23471533,99.23464422,99.23461957,99.23549716,99.23607708,99.23635504,99.23634886,99.23589396,99.23432608,99.23268617,99.23098502,99.22922139,99.22739547,99.22553764,99.22363119,99.22164984,99.22181066
Canada,CAN,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,99.50653212,99.50653212,99.50653212,99.50653212,99.50653212,99.48998183,99.47343153,99.45688123,99.44033093,99.42378064,99.40723034,99.39068004,99.37412975,99.35757945,99.34102915,99.32447885,99.30792856,99.29137826,99.27482796,99.25827766,99.25827766
Canada,CAN,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,98.14436782,98.14436782,98.14436782,98.14436782,98.14436782,98.20544302,98.26651823,98.32759343,98.38866864,98.44974385,98.51081905,98.57189426,98.63296946,98.69404467,98.75511987,98.81619508,98.87727028,98.93834549,98.99942069,99.0604959,99.0604959
Switzerland,CHE,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,2401.037109,2515.251465,2635.23999,2699.669678,2846.627686,2888.444336,3083.355225,3337.882324,3532.88623,3665.752686,3707.047852,3916.969971,4091.422363,4402.927734,4648.926758,4983.437012,5226.028809,5426.354492,5580.708008,,
Switzerland,CHE,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2542.91748,2635.660889,2890.804199,3442.421631,3876.437256,3912.294922,3935.847168,4264.552246,4870.114746,4951.354004,5211.586914,6164.075195,5908.259766,6234.454102,6504.182617,6397.484375,6513.631836,6574.963867,6788.967285,,
Switzerland,CHE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,71.4338913,70.03432465,68.63699341,68.59426117,69.11468506,68.95199585,69.39104462,69.28932953,68.39421844,67.85112762,67.63748932,67.05943298,66.25749207,67.21205139,67.90293884,68.18317413,69.00453186,68.44393921,68.77922821,,
Switzerland,CHE,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,31.04061699,30.11981773,29.04967117,28.62252808,28.75733757,27.14404678,27.3494606,27.33333206,26.49786186,26.20129585,26.18807602,25.64536285,25.86537361,25.16288185,26.03660583,25.85814857,26.57211494,26.40589142,27.98195267,,
Switzerland,CHE,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,960.1647339,1076.203979,1204.147583,1236.038086,1272.074097,1300.621338,1360.092773,1479.428589,1632.588623,1736.888062,1773.71106,1924.07251,2083.611328,2147.873047,2197.502686,2325.459229,2347.427979,2501.819824,2533.235596,,
Switzerland,CHE,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1016.9021,1127.723755,1320.925293,1576.105713,1732.265747,1761.645508,1736.133911,1890.150635,2250.537598,2346.025146,2493.588135,3027.883057,3008.859863,3041.343994,3074.464111,2985.306885,2925.793701,3031.385986,3081.69751,,
Switzerland,CHE,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,7.93414402,8.78948975,8.9121418,9.38102722,9.37822437,9.45948315,9.40759182,9.62487793,9.85427761,10.04949093,10.08306313,10.35400772,10.78290939,10.37494087,10.44782734,10.63648891,10.61075401,10.99085712,10.99238873,,
Switzerland,CHE,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.67802835,2.91577291,3.17972255,3.26622319,3.23637605,3.19620252,3.00530338,2.95725346,3.08268619,3.3368845,3.32565379,3.40630889,3.58276772,3.55111241,3.52871084,3.61735559,3.6292429,3.75364304,3.70784402,,
Switzerland,CHE,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,28.56611252,29.96567726,31.36301422,31.40574074,30.88531876,31.04800797,30.60895157,30.71067047,31.60577965,32.14887238,32.36251068,32.94056702,33.74250793,32.78794861,32.09706116,31.81683159,30.99546051,31.55606651,31.22076988,,
Switzerland,CHE,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Switzerland,CHE,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Switzerland,CHE,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Switzerland,CHE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,3361.201904,3591.455566,3839.387451,3935.707764,4118.702148,4189.06543,4443.447754,4817.311523,5165.475098,5402.641113,5480.758789,5841.042969,6175.033691,6550.800781,6846.429199,7308.896484,7573.456543,7928.174805,8113.943359,,
Switzerland,CHE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3559.819824,3763.384521,4211.729492,5018.527344,5608.703125,5673.94043,5671.981445,6154.703125,7120.651855,7297.379883,7705.175781,9191.958984,8917.119141,9275.798828,9578.645508,9382.791016,9439.424805,9606.349609,9870.664063,,
Switzerland,CHE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.3748436,9.73037529,10.13844776,10.40008259,10.47868919,10.29438877,9.81838131,9.62940121,9.75355244,10.37947655,10.27625465,10.34077358,10.61796474,10.83054256,10.99387455,11.36931515,11.70894909,11.89515591,11.87620926,,
Switzerland,CHE,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,0.1,,,,
Switzerland,CHE,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,99.61506661,99.61498273,99.61526264,99.61553749,99.61580674,99.61608332,99.61636646,99.61664303,99.61691804,99.61718556,99.61746539,99.62057864,99.62366575,99.62673767,99.62981829,99.63288821,99.63594918,99.63774647,99.63810616,99.63862569,99.65155911
Switzerland,CHE,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999
Switzerland,CHE,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,98.82978849,98.82978849,98.82978849,98.82978849,98.82978849,98.82978849,98.82978849,98.82978849,98.82978849,98.82978849,98.82978849,98.840621,98.85145351,98.86228602,98.87311853,98.88395103,98.89478354,98.9008016,98.9008016,98.9008016,98.94784476
Switzerland,CHE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.88096993,99.88096595,99.88098613,99.88100125,99.88102071,99.88103755,99.88106096,99.8810778,99.88109307,99.88111087,99.88113094,99.88400443,99.88687173,99.88973388,99.89259473,99.89544487,99.89829607,99.89987358,99.89987362,99.89987367,99.89987655
Switzerland,CHE,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999
Switzerland,CHE,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.82878649,99.82878649,99.82878649,99.82878649,99.82878649,99.82878649,99.82878649,99.82878649,99.82878649,99.82878649,99.82878649,99.839619,99.85045151,99.86128401,99.87211652,99.88294903,99.89378154,99.8997996,99.8997996,99.8997996,99.8997996
Switzerland,CHE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,94.24814958,94.24815119,94.24815278,94.24814961,94.24815119,94.24814963,94.24815428,94.24815272,94.24814968,94.2481497,94.24815119,94.24815119,94.24815119,94.24815119,94.248154,94.24815119,94.24815394,94.24815119,94.24815119,94.24815119,94.24815385
Switzerland,CHE,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.99999829,100,100.0000017,99.99999832,100,99.99999835,100.0000033,100.0000016,99.9999984,99.99999842,100,100,100,100,100.000003,100,100.0000029,100,100,100,100.0000028
Switzerland,CHE,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Switzerland,CHE,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Channel Islands,CHI,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,,,
Channel Islands,CHI,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,,,
Channel Islands,CHI,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,91.975,91.975,91.975,91.975,91.975,91.975,91.975,91.975,91.975,,,
Channel Islands,CHI,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,,,
Channel Islands,CHI,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,431.5302734,453.8184815,468.9375916,490.9477234,493.4743652,509.4236145,557.451416,604.0896606,628.0370483,618.8991699,650.7231445,727.9081421,786.1694946,874.50177,929.7470703,979.1903076,981.4435425,1087.929199,1133.508667,,
Chile,CHL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,229.1895905,208.1734467,201.7817993,216.1255646,258.7911377,303.678894,334.9015503,374.479126,409.1871338,390.9924927,458.901825,523.7571411,561.144043,617.4298706,598.6098633,585.8467407,589.8786621,674.6531982,715.6010132,,
Chile,CHL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,64.20527649,63.63591385,62.45815277,61.75231171,60.53357697,60.65750885,58.63108063,57.74010468,56.46287155,53.12549973,52.88527679,52.84054947,52.0628624,52.34795761,52.26168823,51.98185349,50.34713745,49.60051727,49.16165924,,
Chile,CHL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,42.81496811,42.61517334,42.48400497,42.76384735,41.84412003,42.47086716,40.74997711,39.18727493,37.43042755,34.58893967,34.46762848,34.49925995,33.40764236,33.63830948,34.26873016,34.50925827,34.75082779,33.30509567,33.23550415,,
Chile,CHL,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,240.5800171,259.329895,281.8652344,304.0795288,321.7332764,330.4124451,393.1363525,442.1214294,484.1313171,545.9221802,579.5939941,649.619812,723.8463745,796.0088501,849.2320557,904.4985352,967.909729,1105.453369,1172.167725,,
Chile,CHL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,127.7741928,118.9585648,121.2853851,133.8622437,168.7255402,196.9663086,236.1855621,274.0740051,315.4277039,344.888916,408.7402344,467.4257202,516.659668,562.0109863,546.770874,541.1588745,581.7443237,685.5204468,740.006958,,
Chile,CHL,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,10.95628929,11.13347244,11.66363049,12.48133278,13.10177708,12.86940384,13.40540028,13.59831047,13.46145725,13.60349178,13.68155193,14.01221943,14.57409,15.38624477,15.69285965,16.02262878,16.75074768,17.97241592,18.32768631,,
Chile,CHL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.51822186,2.60041094,2.72779942,2.80481911,2.7236371,2.59216499,2.49547577,2.60964298,2.93380761,3.37831378,3.19127989,3.19340086,3.36552072,3.54739046,3.72688317,3.98668098,4.22976255,4.57032824,4.64688587,,
Chile,CHL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,35.79472351,36.36408615,37.54184723,38.24768829,39.46642303,39.34249496,41.34890747,42.25885391,43.52520752,46.86124802,47.10449982,47.1574173,47.93561172,47.6493454,47.73588562,48.01672745,49.65286255,50.39948273,50.83834457,,
Chile,CHL,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,0,0,0,0,0,0,0.1902871,0.01090244,0.13257903,0.15434341,0.12575781,0.02795063,0.02305221,0.04499057,0.04315945,0.02673602,0,0,0,,
Chile,CHL,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,0,0,0,0,0,0,0.11431928,0.0067585,0.08637968,0.09750718,0.0886867,0.02011152,0.01645397,0.03176497,0.02778785,0.01599609,0,0,0,,
Chile,CHL,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,0,0,0,0,0,0.02001383,0.00104208,0.01191935,0.01324864,0.01022053,0.002029,0.0015266,0.00269315,0.00242602,0.00141932,0,0,0,,
Chile,CHL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,672.1102905,713.1483765,750.8027954,795.0272217,815.2077026,839.8360596,950.7780762,1046.221924,1112.300903,1164.975708,1230.442871,1377.555908,1510.03894,1670.555786,1779.022339,1883.715454,1949.353271,2193.382568,2305.676514,,
Chile,CHL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,356.9637756,327.1319885,323.0671692,349.9878235,427.5166931,500.6451721,571.201416,648.5598145,724.7012329,735.9789429,867.7307739,991.2028809,1077.82019,1179.472656,1145.408569,1127.021606,1171.623047,1360.173584,1455.60791,,
Chile,CHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.03517628,7.15104103,7.26602364,7.33330393,6.90115023,6.58871555,6.03516722,6.17537546,6.74047899,7.20918465,6.77489328,6.7717886,7.0209198,7.44478321,7.80729866,8.30269146,8.51866722,9.06820488,9.14051342,,
Chile,CHL,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,0.2,,,,
Chile,CHL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,50.93020344,51.18679267,51.43395989,51.65471264,53.21928976,54.79560816,56.3840428,57.98429897,59.59664186,61.22076212,62.85662723,64.50452638,66.16412487,67.83556426,69.51881798,71.18451893,72.75744191,74.37180759,75.70739056,77.15227438,78.60140201
Chile,CHL,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,52.95581835,53.09758632,53.2393543,53.38112228,54.98816444,56.60529767,58.23252198,59.86983737,61.51724383,63.17474138,64.84233,66.5200097,68.20778048,69.90564234,71.61359527,73.29803594,74.92136543,76.61438896,78.15307347,79.8135322,81.35025593
Chile,CHL,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,92.24384971,92.79446633,93.32384055,93.80314002,94.28066581,94.75579035,95.22913665,95.7003375,96.16973141,96.63701571,97.10223583,97.56563455,98.02700137,98.48645618,98.94398793,99.36589045,99.66651945,100.0000026,99.99999739,99.99999614,99.99999872
